"","polls_id","answer_id","num_voted","users"
"1435",228607018,761096545,35,"283502859,230342868,24080404,355402642,47865014,209797754,107939572,359206469,5294790,22181420,69795951,1398277,138028763,94122884,130265593,1427454,94878990,6160876,236298082,352978920,296121037,233612360,51400424,111968593,162432868,52565096,67713077,38071787,99243616,54128270,27468863,5855960,56091359,86771196,330484909"
"1436",228607018,761096546,187,"113550308,309052556,33608967,94020765,26472637,364423327,36233143,2500597,106148014,158620075,67469292,83131618,7288869,4789501,8037147,94856747,7749274,2324115,751059,262245,2293064,2113436,17700275,11481108,97009119,13093811,136654622,30111071,21829197,175398951,29887434,84555009,254304922,1055411,17780229,225918212,53290373,34907520,39265580,351328024,363250354,286559581,206228287,2263029,11262916,137686920,145526177,57727488,79318332,51930902,18573748,136196828,8146363,7657110,202221592,46411361,139439829,230010593,3079081,216184313,37665605,86986932,20691310,3919414,98878208,22843503,309468341,229148616,156765234,21092383,3796960,170229202,54191995,95190293,82968031,251392342,196813227,272555079,1838696,7048146,250347505,3363527,215946553,5867281,19293,34829120,77924811,41248015,28534650,134881144,8304542,121039775,8012731,833701,7689182,119945948,3321293,17736712,30384347,286957291,152958738,38130354,97330909,261665389,46499661,22020923,144320959,19630916,1506834,153521461,46017784,177346842,296267139,17750111,16525334,143606507,63476439,8933696,8330324,12516554,180746297,272154613,299683,435699,112356090,27627682,53898905,81394939,398079,34218496,32349572,42287975,13769714,39850639,47111132,19355406,62255081,70865862,5168137,110426424,187914945,306178806,95326421,444299,15066835,8905414,160123724,91632992,211818028,5490650,23349301,36128751,7716309,124794637,188478531,67947965,623429,26288663,309053029,39903293,5597939,9015083,75414375,58145422,246754928,20929039,3160485,1055543,249296717,18841975,215682866,102501392,21330891,2410003,7612047,317007847,142899166,34257416,32240307,253431187,320363741,464076,54165411,39864886,96255418,8705551,40432760"
"1437",228607018,761096547,24,"13689512,41757178,188313232,110730479,73431206,46301,33395418,114263943,1885274,137114296,21297268,26113558,80130317,188238665,188521180,279820646,7151409,145111239,245869430,28974242,23982529,38117906,9792951,329605"
"1438",228567314,760957481,33,"150588037,71725474,25687859,132093019,25033681,56518793,168821871,300106342,107620625,271543061,359206469,10207795,229148616,145148823,166621483,250347505,176510222,90393261,340431318,291332201,1238882,103326092,181044004,18693290,25686775,202315284,31885991,290176488,194758158,2889683,12785518,11747150,5407416"
"1439",228567314,760957482,17,"102106818,1403942,172390302,334543464,174654551,309420938,218569240,176664636,1425349,46411361,92726077,49584014,124490393,113502023,360896238,34862287,334324387"
"1440",228567314,760957483,31,"870620,145152822,206372,590093,89912419,136569815,260646298,59282,319928281,3082583,1398277,737805,195149212,217968811,86771196,182924237,152497812,444299,5337165,13890981,44191924,249253,3321293,17178279,118987350,887724,337357442,98899565,862967,5187900,185317552"
"1441",228567314,760957484,182,"14169,15591045,25520983,19266070,579509,78384286,256891814,96567484,135285589,120021392,7662617,213129,63112,368062385,201386529,361060861,91947873,4789501,72790760,24103537,12761745,126712627,365306511,210067,1849497,268324292,17700275,60503571,46733648,4377593,9823497,19723917,267425866,160829129,218446,179235599,17369062,38956647,26390758,3003038,152634869,3234101,175398951,216372831,214971919,69274683,211638399,181173667,11756937,114203,327500260,225918212,53290373,178033767,218719909,72971968,132372842,43454613,38576377,56194517,55361392,319067816,231359226,57727488,354296209,51930902,6225993,22211792,56603513,142930275,139439829,32503835,230010593,31888449,216184313,37665605,158262197,12844497,1885274,9859014,156765234,33613095,256208648,92897782,170229202,196813227,298339516,138852178,251392342,167606492,35226335,272555079,7048146,2695864,5867281,3363527,68747478,81384810,41248015,85814002,55426580,76328027,5501184,7460801,36409431,120597711,156232175,137114296,344633871,32349572,146738694,11254351,1093738,114552549,88853846,110528815,118818534,90485263,272154613,123597317,152958738,326552308,153459341,19017130,27292334,3658495,965287,50384365,4913058,98107339,103643255,134881144,207712074,57536557,337083633,345791143,39864886,119945948,35275281,19630916,98212806,3796960,48677448,17781225,129686208,286957291,88694286,197172084,139088,101775476,225073311,31410436,73968045,70865862,60830343,210514850,5168137,16312104,201693461,13594243,46499661,24270892,114768093,40640214,36814750,30878963,341602995,81394939,251583,20856493,18573748,466915,246754928,122713446,32946844,3415991,343641272,71574227,159122962,33538626,221851,271439096"
"1442",228567314,760957485,12,"55458432,2167014,303011723,44849680,25027694,336137862,27627682,296267139,2047280,182789776,23982529,223665326"
"1443",228373524,760277802,17,"259181318,599314,20883506,49239543,51300745,73008289,1403942,32663452,16800,3637026,225919900,7563087,166621483,344633871,7121,56048171,150338595"
"1444",228373524,760277803,7,"402246822,309420938,250347505,325685619,52862779,2947701,10109297"
"1445",228373524,760277804,24,"9300611,27934,349994096,229456214,2406779,43820879,356729378,62337355,1398277,1425349,229148616,147953518,94878990,217968811,3321293,2282383,6089739,70095871,25907363,21044128,170235,197323940,176391592,29468812"
"1446",228373524,760277805,5,"414027,86771196,14364942,694392,69336508"
"1447",228373524,760277806,211,"175720799,27732160,229342031,136325901,45545639,223883304,908920,50322260,179652396,67469292,10323927,2025485,284021,321383265,136608071,31020718,26334605,133132725,4938943,103024026,260749441,218992647,110661460,344746154,30006027,41125557,544168,66399035,64691199,579509,68099989,12051630,285380866,3019355,85843194,69994377,306993,18121688,18127449,333968680,49705475,122297215,336532465,114668923,19191467,265756409,19005871,18124646,254095603,142612761,54442272,6306474,21583288,672677,6930834,24771,4789501,106398431,7933022,72790760,751059,18414143,199902656,334543464,202625552,80245571,222984966,141597418,352910,136569815,92033069,17700275,117762203,46733648,133805776,167293239,91497153,30129738,2182723,218446,48980,158854499,80433705,101778451,241843901,225918212,53290373,132372842,149221,319928281,44849680,56194517,81874285,69489897,26900851,57727488,51930902,7657110,150229352,264347500,139439829,230010593,37665605,98878208,170229202,196813227,134881144,272555079,90485263,345672366,176510222,5867281,68747478,85814002,41248015,36409431,7460801,64341782,143606507,272154613,156232175,291332201,32349572,114552549,99230416,123597317,152958738,30524293,181044004,1030630,27292334,7936578,142432474,5022124,4913058,197172084,3044373,307097,88694286,13594243,40640214,146979344,60830343,14644609,114768093,39864886,634373,182789776,187933073,442682,26995,54191995,251392342,25285579,15205413,246754928,10351923,120597711,40038478,12530747,309522085,119456925,294165894,80130317,3363527,4210984,2082356,343641272,221518,139088,57614671,235410607,245914397,1114116,16626576,36233143,301929775,103113881,95326421,296267139,488759,242852832,62255081,182255309,22195634,98276887,135263183,139072889,781152,21285896,2743202,304984886,87303313,3283631,311924484,13017714,466915,253431187,206431606,182022,17700284,202188158,73968045,70865862,47408781,161818253,233751056,55369926,101775476,47951505,23982529"
"1448",228372921,760275712,13,"258517351,314024,283381,25526234,3321293,291332201,79643184,23979170,266777888,260340284,5187900,6319054,2669099"
"1449",228372921,760275713,31,"85531793,229886955,161478957,374745993,8924716,15153143,168466436,216124365,7933022,5154981,65174668,105191289,1294709,225919900,264347500,340431318,70865862,72704791,301083396,11525595,12335701,16312104,294741582,152958738,740550,351161372,111425319,5421363,161590160,56758020,10672185"
"1450",228372921,760275714,17,"309420938,72971968,363250354,1398277,147953518,94878990,100744011,37861593,124828028,4337392,197721116,4350790,217419764,249001,349378693,50759137,178073400"
"1451",228372921,760275715,3,"43785550,69336508,165850861"
"1452",228372921,760275716,105,"11427815,829692,138654,540356,53525073,33857974,4789501,25632438,334543464,17372958,136569815,17700275,2843133,308134405,113743474,79366,225918212,53290373,68528468,32503835,2519766,127481047,51930902,46411361,139439829,230010593,229148616,5522822,170229202,250347505,5867281,3363527,64341782,272154613,3388958,86771196,154870062,40287976,55323787,4913058,193862062,6761476,98212806,40640214,120597711,261750228,274015263,122513558,166636379,320245135,39864886,23982529,8012731,60830343,51071657,322322353,134881144,18174078,4835312,2375178,18013461,249606121,13769714,36409431,46499661,19630916,296267139,43514746,188521180,331282,5855960,288207637,3822785,3967604,223665326,222738719,6941240,5116064,10722369,510944,8013075,32349572,308138742,694392,56896092,258514205,329153588,33538626,817083,7614779,22843503,90485263,41248015,196813227,23243731,251392342,35348,5012688,38117906,221518,5168137,25036383,360445838,159122962,37275316"
"1453",228373994,760279473,41,"258514380,25685040,322424421,137751753,17231113,4827070,54917593,43393046,59192895,144514055,3402424,141980762,51930902,145970415,5867281,17319748,347462236,7727362,32975881,143714401,107476559,82125378,19084146,222996792,133286041,32759140,90251077,17755885,20463337,133185905,28349452,206219819,349383266,9175591,203046723,5739213,848435,12706273,31015424,32503835,194758158"
"1454",228373994,760279474,15,"229886955,11206321,46025502,292756471,9111724,340431318,154853538,11455087,176510164,4013635,160564003,1393349,161762423,65557382,22614258"
"1455",228373994,760279475,23,"55094419,17291558,27293559,48092610,285506720,21276001,309420938,105667582,1398277,131590462,365788542,3629429,12922172,136164061,32288321,3321293,118818534,10672185,122864938,123142119,1901271,56337373,144408608"
"1456",228373994,760279476,6,"1355478,4702486,20691310,69336508,270916803,90960216"
"1457",228373994,760279477,221,"2666198,218813244,32357303,829692,88269188,331991416,32334535,1726017,218454032,55449113,14169,49725739,96391707,263243080,23548474,198081713,17588892,4527579,17508537,133260078,22240178,31457660,1497378,8153470,28966175,6088434,84599155,83133926,52037536,8730447,1821678,59297949,66663608,521832,672677,4654679,22102934,52300895,153355521,12885344,10173088,42650741,88155729,27817,158662387,1751941,20856031,208051764,33430692,140241389,23617896,24103537,751059,126712627,334543464,28880828,136569815,365306511,17700275,4377593,325020523,59550361,2182723,218446,11926923,101489719,38956647,198263167,46733648,53290373,264508859,38382394,134605990,17776368,76178583,72971968,132372842,12881548,365579553,16355910,137686920,12633870,79318332,137679981,139439829,1056246,88364084,46411361,18414143,38130354,2365115,1238882,3919414,216184313,319652173,138232853,138852178,272154613,147953518,64341782,81023767,118114542,86771196,91383945,88694286,193862062,26575608,1838696,274015263,98276887,59156,166636379,146611075,339840249,25027694,60830343,322322353,16312104,79643184,43514746,160679840,80130317,230010593,17233451,54462164,172663001,156232175,1208135,85814002,241993188,41248015,296267139,6267226,32349572,10351923,16717938,37665605,312443040,146738694,428957,58295234,161704274,251392342,118231606,510944,694392,187456597,39850639,9329435,24642233,186230525,169658869,2082356,153826408,579509,14308630,85553390,76943215,221518,261336712,280495648,134881144,16802417,70865862,114552549,304984886,47408781,77095529,196813227,138059112,220021563,189972670,51440548,159751968,48677448,8330324,285540296,27729991,50993059,11798038,132845168,5168137,163875980,781152,330546541,51185918,185182158,37938857,32118807,101775476,233751056,26912187,3363527,51244179,153261961,33299287,44279185,238238331,114286699,16528339,6165467,201693461,37854952,324819607,147730677,16626576,278131012,139088,147524805,246754928,133196823,49116069,148756858,101721041,35348,215682866,145911358,63300406,73033884,17964437,159122962"
"1458",228370761,760268023,28,"40248318,67469292,2603056,355458205,159101426,293127799,23617896,107278180,309420938,283381,138982958,312502201,54462164,152009280,16717938,259579019,49239543,362942914,270871614,3382616,90833,141075412,20103134,1875375,55352337,147704209,312877197,136742333"
"1459",228370761,760268024,20,"112733124,3628593,143186756,84492891,72965189,271543061,369492135,79166188,140915430,340431318,347462236,307523475,138188837,11813199,11879637,16726547,64210061,11911449,32331533,73882902"
"1460",228370761,760268025,12,"2124340,17405067,214945505,1398277,43514746,113315887,265439074,2476663,144408608,140948133,1901271,165082362"
"1461",228370761,760268026,1,"43785550"
"1462",228370761,760268027,94,"8705551,270584352,973077,1586213,2050550,381031901,99878543,39596920,2203073,56071082,2519766,58891772,4789501,240995872,751059,334543464,17700275,218446,27892217,3402424,54384067,53290373,127481047,51930902,23984237,139439829,46411361,193799901,272154613,3363527,39202692,174055763,98212806,5585336,166636379,322322353,79643184,90485263,230010593,6267226,32349572,312443040,5168137,102956855,215897453,319067816,1030630,23982529,8330324,14163347,58599471,3321293,331282,75016280,243125671,8918,229886955,221518,137407893,694392,60830343,8013075,9015083,296267139,80402,120201356,58838231,35348,94244082,15969742,196813227,6941240,120597711,4271525,36409431,38130354,121753431,146738694,3810640,151818626,58295234,57728602,159122962,132539109,284011296,72316277,590070,433196,675801,579509,6581164,2741719,27293559,342055100"
"1463",228371860,760271981,81,"122827083,86226595,111192615,94120296,21748635,76689047,170370472,1564536,1479252,427406,48811336,49891679,1490832,55066303,145582987,135164214,942499,8620907,99462469,6229341,86803,78386239,153952927,4278276,11683009,30047715,32402598,171767209,76656474,303487117,175676161,50118026,67541,138266486,8917013,156798180,214896070,137851878,176664636,105667582,294098590,21405144,908920,3079081,67049,7563087,33613095,8741538,11915792,5022124,284365070,323379564,79643184,347462236,27216066,33981255,208801738,229886955,321673642,87419400,4690680,1391145,249856586,683819,182789776,250512232,91383945,2959,5952881,14455402,16312104,38171569,3810640,20460041,2963167,2311096,18578919,3321293,160243709,281595638,271675323"
"1464",228371860,760271982,40,"84992587,274726043,109487965,32854074,238125961,199945392,5058975,7693881,330593811,628800,265778053,184353638,4701156,9853396,142418150,81859570,101281725,10721440,5841251,116974519,229148616,207396483,76328027,340431318,172895855,49239543,21537553,3987371,318153619,71641828,346985888,45352144,19196581,182570070,3606943,21709133,6165467,4559673,170235,11757834"
"1465",228371860,760271983,48,"147723119,146065531,1168264,383020353,5337165,62510125,2343974,240430689,1918681,41459322,8588278,238058350,3358634,30129738,31373722,486133,5708996,1398277,26900851,6938950,2695864,90485263,3387115,16726547,1893544,362942914,65499,135399106,106640459,2432422,341421901,111425319,7716309,138005471,70095871,17344464,460011,179787,275876630,16723299,76643264,266602,48698861,11169005,37196602,17750111,72703718,19912646"
"1466",228371860,760271984,6,"112255834,156765234,49503094,83265,781152,133328753"
"1467",228371860,760271985,179,"21524273,155933192,620918,56269523,777256,3205228,18693424,187883925,369019399,172662902,197009609,109048,173010,3071130,29321848,162384,23500568,57813,217340914,222029018,97062637,9051848,3291521,332408532,18182712,8470358,7459539,325665304,931515,83789636,495860,11930662,72798571,240995872,2386307,132074022,3426688,10713193,6581164,44171090,184250877,4088882,296240,23609652,24196055,9442943,368062385,174635,4492253,214392435,13703369,72790760,151138607,355888548,24103537,33850563,334543464,1163486,9863741,17700275,41213566,2347964,55110814,29288674,3003038,152634869,517378,113406,94409515,29887434,19100719,53290373,95910527,610682,56194517,140170679,7106940,79318332,7830494,2459306,139439829,46411361,18414143,20691310,272154613,82968031,9808099,35226335,68747478,138982958,64341782,81023767,1093738,3796960,16626576,70056936,166636379,69489897,322322353,134881144,147225263,31651513,21396769,230010593,41637793,6267226,32349572,312443040,251392342,12244388,66945888,8330324,319067816,27729991,114552549,7121,2218932,41289473,277943637,296267139,60830343,94036322,120597711,8234604,433196,128894367,35022338,223665326,140507346,8905414,354938154,205488,161818253,31885991,817083,45246064,127323855,42319472,75242922,2163890,308727492,42831703,43353914,104320018,64527542,22843503,6722583,444299,18174078,285540296,75016280,3538361,19084146,34736609,3363527,79357,19038590,37259759,114286699,196813227,7906995,49834967,54191995,159122962,76442491,5168137,11326961,2082809,195393800,665080,9468522,36031102,34829120,251583,222984966,38130354,2344305,13043158,18841975"
"1468",228371275,760269853,49,"17296923,19318310,77910025,92520219,402061,173545,145892,133670551,15769451,29377533,65662886,157751826,2229791,7095979,18762233,16394155,4953484,72054641,34452787,12302232,165638280,174254,11705668,30041255,12160872,162066357,183489320,259579019,71641828,38130354,225434,154397022,16511044,135100792,70537551,2898635,5336576,51601982,12522738,221518,69899175,4210984,344628323,342680561,18564076,42844363,1584869,133061595,12785518"
"1469",228371275,760269854,14,"19690000,26557569,165944195,56895256,5015109,4252000,45045462,20737072,56453171,347462236,291689372,344421045,92401817,454497"
"1470",228371275,760269855,28,"131632914,266528624,124186433,3008720,3388475,137350869,129317587,156888649,107024699,1398277,93801915,73407401,138982958,90096413,70964931,171099434,106640459,118818534,344633871,154294,26822987,12335701,41888349,197172084,142198611,44153037,144408608,197607090"
"1471",228371275,760269856,5,"8585960,349007645,39202692,155699,3363527"
"1472",228371275,760269857,273,"1494,91001784,26832538,9781029,18693424,85182302,34436195,270981,139130849,19260244,6955458,150751878,34388765,155343681,98097069,99474216,844420,10325720,150525946,9271007,116307341,8330324,25575332,202177,240995872,303747564,8234604,189229177,20073457,1296135,368062385,222984966,4789501,86085815,15562742,57916021,80724525,151138607,3775024,24103537,751059,222391461,334543464,181413544,463908,1163486,50269107,336150906,17700275,464088,29288674,58470342,198723487,17127173,3003038,152634869,294290,3234101,66482797,24134442,154690831,53290373,182393647,4494256,21174665,414027,365579553,55361392,171649654,16417107,9784370,46411361,318827675,185291984,272154613,138232853,6938950,14157627,35226335,345672366,250347505,239519509,176510222,818533,147953518,54425572,144117785,343205191,81023767,20015314,366880333,30707543,3796960,35036848,136654622,1838696,16626576,30848,44110920,19598808,166636379,132853328,322322353,56649414,134881144,79643184,230010593,150336890,41637793,6267226,18074782,312443040,37665605,24786328,132845168,51440548,49239543,7121,2218932,329494606,47614655,65499,433196,128894367,21690309,267119559,221398274,300732797,420999,675801,161818253,11433203,309461710,186021603,251583,501533,345898498,41248015,249856586,9645,2344305,79073470,3321293,25027694,214971919,196813227,87391835,188247516,87324791,308727492,114997415,34829120,11272005,91641917,95248299,32349572,32503835,86771196,31234007,147445905,40472951,21925237,58908117,60830343,9540348,139439829,196504502,22843503,7460801,114107467,5972147,45354215,2741719,259172512,104320018,106196252,72704791,1112788,27292334,196835387,33450834,488759,51234418,4476931,364599781,282928235,39850639,36409431,2163890,215486026,138283314,19342266,18633922,11823301,296267139,444299,24375719,177698273,185182158,464076,170229202,54717092,68634897,154677455,114552549,870968,42319472,233751056,1122521,251392342,96295109,156232175,53637169,54191995,1590451,49503094,126899601,21836592,114768093,6225993,76442491,56231618,218487009,121986642,353964628,15055852,124928166,61124763,833701,602304,4881133,92850739,168673555,2800553,57039001,342191928,781152,81517723,18846477,165603958,210514850,5168137,168616326,11104286,271980533,18573748,338612139,1058867,15969742,226780635,121457736,122713446,66945888,41784624,8482491,242870956,224748233,300817804,62255081,53551382,32993658,90485263,330203398,183708118,132853330,5898,190110156,35087626,159122962,62951238,202315284,309468341,217318533"
"1473",228306287,760038660,65,"139243991,72215115,144510908,136932707,51450787,329555785,368514498,50209833,1821678,3288118,178496044,10973062,197281262,4702486,153952927,143186756,2545,120224403,20024761,5431658,216056992,12006087,48904368,343840760,273747784,272411182,13093811,42249205,94159494,3394208,138982958,217968811,156249896,304455004,2405607,567836,334534019,6705624,5403964,151466356,7121953,344633871,67473036,53086708,338612139,41532251,26321316,84102425,1425349,207643094,23456452,351316685,199392437,261336712,112663821,32503835,19486784,29354273,34907520,2476663,44279185,327284340,29366615,176510222,99133375"
"1474",228306287,760038661,21,"8503828,364423327,170460375,964024,107024699,69089554,35698314,138706558,1519835,26507638,107939572,135893384,144117785,136869430,11090801,33450834,79703738,56616151,13594243,27378108,2636912"
"1475",228306287,760038662,27,"1554936,555407,237256826,30707543,28678252,111672955,102787702,105667582,1398277,1965544,320245135,236949816,289108328,106640459,44105746,68806421,452543,215486026,161590160,48751839,13248154,12793235,135092767,69872,225708021,27457133,6322966"
"1476",228306287,760038663,6,"321549399,481120,121872181,24270892,189716302,51536604"
"1477",228306287,760038664,345,"379015806,18693424,73863834,19710265,154433380,52037536,136912313,829692,107235907,2324115,51805740,5535793,66663608,16110142,424946,306656066,38582280,140312696,222984966,10180397,1775805,91671520,4654679,97975004,75026123,2782134,8882963,134727401,368062385,61423347,61240332,300817892,1751941,4789501,72790760,10104211,151179931,24103537,222391461,16649677,334543464,1130749,184671362,31482957,146735913,17700275,34216769,358206035,121125553,251390131,91497153,30129738,10274468,53553330,94612869,41501976,157285738,13607075,54253122,44500777,3003038,141193,7268702,79013176,3234101,241828048,29887434,181173667,17780229,64956916,53290373,86247077,218719909,132372842,269369738,4104756,2114975,414027,55361392,226520715,79318332,24032420,189130905,1039975,15047022,46411361,143260014,272154613,18414143,1238882,185291984,31068731,229148616,3345388,102168638,302201944,138852178,33058540,345672366,68747478,343205191,12160872,233612360,342418216,888789,29056956,25605530,71629594,25390682,166636379,56649414,30551960,112712,37032075,230010593,150336890,68804409,41637793,75610586,143606507,18074782,67758213,1757203,211545469,24786328,49116069,93366258,7906995,159956667,22110591,433196,128894367,24345391,62784249,33335600,300732797,71641828,204900033,2979009,5294790,19038590,41248015,187456597,188247516,154397022,308727492,11272005,34829120,32349572,86771196,296267139,60830343,114107467,135100792,65499,27292334,202802932,30792745,2163890,85814002,267903459,56196322,36409431,326442,54191995,70865862,170229202,136568,251392342,1951879,21836592,18573748,3363527,284365070,114552549,88694286,342191928,71112910,33981255,147503460,6581164,43514746,19267389,58471326,75242922,329605,1505414,73090654,134881144,212847787,207187909,23982529,171554086,140954103,1012351,205488,49638331,22843503,97089,4281489,49187860,292603568,139439829,211833822,13043158,22576968,4235682,11530894,138426022,119945948,194874064,25027694,38131425,1597809,70095871,64412872,6940790,311472942,47111132,1307232,151564435,329890364,156765234,15749819,10773956,11881578,19084146,111855643,29259770,274521755,345466,31578800,165958455,13658214,13452232,4116741,15432049,67947965,115457659,1587195,444299,120597711,7121,175891625,145682018,120047773,152958738,253637851,146479923,182022,77088683,116223640,177073833,75016280,140142721,82304400,1012000,344154324,5168137,133904508,233751056,17398561,270445800,147455364,28565369,95638570,185968587,14144100,196905237,1403942,185182158,15224615,209834318,2963167,1885274,214655266,15814538,90485263,3321293,196813227,252494501,1035072,197172084,352615153,156232175,62951238,5460016,488759,887724,21925237,1093738,4600824,210677933,261750228,15055852,73882902,2924591,139088,251583,21044128,258514205,38130354,177698273,2741719,275876630,38878638,12402395,2194,139782165,171767209,36265136,42319472,3283631,4271525,280114112,66488691,96494545,215682866,59630297,3919414,86044,4710641,103509124,315202200,4702181,106048700,2012895,139230621,19612025,13566436,5265624,348748109,90339779,180155761,34137922,328014253,27386,6319054,137407893,219248702,9346551,29894452,5836755,81087,5972147"
"1478",228305141,760034457,13,"414206,245156,185291984,19900,35022338,71641828,921843,289108328,667968,194874064,57893133,216942625,79357"
"1479",228305141,760034458,30,"14767699,283139526,199399632,58945467,74971220,9289251,61883690,134970307,278680952,2933493,5201226,90136317,133229999,2841076,3071000,327956839,2260076,236764,131760633,95910527,2521253,70964931,1329469,170995467,3363527,7460801,75269024,2264453,17565312,27192939"
"1480",228305141,760034459,17,"424946,55142034,414027,1398277,229148616,2313826,1207559,320245135,3796960,106640459,118818534,26321316,1390291,196809367,73144888,264130644,22337"
"1481",228305141,760034460,2,"197730663,86771196"
"1482",228305141,760034461,168,"29681,20073457,28946567,151164347,160819863,141566053,55215641,90870909,2877229,473347,274245121,174425020,134727401,5976910,4789501,72790760,205671516,355888548,300360342,334543464,39864886,1077766,49683889,44500777,541852,156798180,267918477,64400389,2114975,20254381,105667582,11262916,272154613,46411361,32503835,1885274,1221824,2695864,342418216,215338394,166636379,56649414,230010593,150336890,54288904,93366258,128894367,33335600,309461710,456799,186021603,41248015,64341782,246170,188247516,32349572,185182158,60830343,27292334,54191995,329605,251392342,139439829,114552549,71112910,147503460,43514746,75242922,207187909,47111132,1597809,10773956,444299,48677448,31658972,5265624,315202200,219690815,92401817,3658495,213685065,227902961,23982529,151636819,54895906,12793235,11004700,136123492,120047773,45506110,19381555,90485263,1863475,170229202,327500260,66945888,353964628,12785518,156232175,51039122,195393800,145014096,16277904,287529358,86763642,242746859,4169050,168454958,120597711,44736987,1636294,2344305,323363538,15138348,145527776,1114116,46459691,233751056,201346730,92029373,69286150,334516664,1224758,1944220,196835387,21656933,259344101,169576356,3538361,250215211,125084759,80130317,2741719,14773780,35348,196813227,247151246,182789776,98878208,34601490,6941240,198880567,241086300,17700275,3389456,903465,228410621,51258864,13679247,50475689,239519509,209411276,127504912,99970839,81781101,220679474,116178120,4095334,261978285,188478531,303072445,132475978,45047502,280147553,158811916,139353301,171963953,20034976"
"1483",228215980,759720346,26,"12433754,210778748,43616313,86221258,82174162,671203,28561816,271543061,190754813,8930213,172832370,289108328,188291223,45170376,44233620,32503835,35047376,251392342,156765234,252491868,1142846,87457280,87324791,54743840,114552549,169433610"
"1484",228215980,759720347,9,"57460332,111708,85195055,45045462,102771386,257651917,62136779,3810640,57614671"
"1485",228215980,759720348,59,"80143483,7716309,424946,37629742,4204359,334543464,16186390,303845174,89195353,30707543,14788864,224106730,1398277,40001623,56453171,129114,557859,229886955,23020115,35711151,46620901,135100792,170995467,90393261,286957291,213913593,215045785,99355406,197730663,287498800,151771969,135092767,143606507,6548582,50117376,12506741,86771196,398498,69134281,38545765,3321293,517378,190616262,151383338,119504998,92736484,10242895,139883034,634373,51244179,146585333,30711012,2531519,11177669,675801,202315284,106640459,49116069,2741719"
"1486",228215980,759720349,NA,"0"
"1487",228215980,759720350,206,"266528624,60239217,96512724,192301604,311013459,126778712,314093165,188526486,378915,67156656,29884845,310649624,2519766,366065,2395776,9863377,18305096,35523672,140103365,718845,62971652,2230531,4004186,48075262,4789501,2092711,114165005,22318528,72790760,9853396,24103537,751059,16649677,210067,92033069,17527389,21174665,217149,343840760,204471116,198723487,59550361,48980,44500777,3234101,154690831,9507178,272154613,2114975,414027,132209921,26900851,21405144,318827675,6938950,12654962,26464990,54425572,12160872,342418216,3796960,166636379,3140577,78319770,96430753,230010593,150336890,1757203,122297215,22110591,71641828,41248015,64341782,188247516,185182158,27292334,139439829,367486766,156232175,342191928,147503460,166755950,26321316,31658972,5265624,315202200,151636819,54895906,323951797,73090654,261750228,79373278,239519509,30683677,121986642,130163970,134881144,1369014,126899601,49017841,92735572,1163085,20789807,258315974,137350869,70095871,188521180,196499092,2375178,46411361,197172084,25581349,47111132,198590428,183823759,18633922,5181325,155311842,98510858,170229202,23979170,88694286,60830343,230021315,120597711,54191995,1542262,21925237,152958738,285540296,721275,94343136,3363527,32349572,47408781,42404807,90485263,37618538,97916564,138432429,329605,196813227,22843503,66945888,17700275,296267139,3764447,3658495,16707357,161934536,64527542,27663097,14644609,31885991,104320018,8330324,30230659,204445845,295577710,333315260,25126254,3490525,129679553,253431187,35536997,3569026,15432049,282208723,62540127,139088,170293440,488759,156804056,12675802,31234007,148946490,3511612,151032393,157594463,19424987,70865862,41835722,31092774,121123094,5168137,210514850,32973840,16525334,38117906,280147553,14473637,101551319,42287975,169854328,10526798,6955458,4056065,19361459,19084146,42319472,20467871,325020523,162455489,14419206,11037246,144296656"
