"","polls_id","answer_id","num_voted","users"
"707",238473121,795510347,16,"280147553,177141834,231976167,158590473,106139815,181728851,328770172,176478923,161244304,17720838,288624535,32725854,382537769,374402954,648809,184151992"
"708",238473121,795510348,16,"63390942,3363527,359472728,41194247,1920918,251583,232371027,33639146,4334749,212960290,321673642,109893533,56896092,323681682,8143868,150803057"
"709",238473121,795510349,28,"1150238,197459189,4284368,3392098,36837335,8907083,266278238,132852630,39162229,159403121,384615721,114161860,358197919,259218227,191778335,361728532,85962248,50880674,29881626,3796960,180225903,125736841,144408608,307378561,6460358,57736818,40063,12164942"
"710",238473121,795510350,2,"90386,317015620"
"711",238473121,795510351,158,"412856802,140292102,71140728,5352978,5010199,18693424,1913137,321211359,25116464,15048920,157754673,35979068,193324342,49508797,371346925,41735879,58490350,19855594,24722371,5868885,34357752,27898729,15581004,67068971,142012026,152653,383440975,345845164,278372952,230010593,279518148,358283749,85567005,39337792,200390796,157945920,5595480,48493295,88265223,42137138,151773034,92342063,17700275,94977214,152958738,14380016,80657150,27638071,90485263,2645975,75530867,326202285,3141179,143606507,2988815,4572114,270949473,223915176,273979546,142456124,152446463,82617190,32349572,311169341,134881144,66399035,256131408,233205107,53179602,226215192,366879721,22296916,67947965,3937539,625070,15143097,262289113,76077638,185406585,201441201,362806220,104292715,371022022,92735572,168324273,11343893,8605666,643553,7616404,355151685,142596821,369218331,50164215,99808263,60830343,11044470,107748352,39864886,1811814,68891845,151859803,171863300,39034258,251392342,8416027,252077,7614779,197549958,419075,305346863,75618295,262088437,310758505,146961642,54363472,12387058,196908614,296267139,831250,1276824,339389,38130354,100588380,119078453,781152,84270802,193877094,16467613,36128751,278527154,54074176,332420751,134636631,645277,349652493,12826562,3321293,114964907,300875069,8229972,50278958,5168137,9837724,90285071,829692,356235097,3805996,7049183,238125961,143777048,261978285,298866207,1455238,62406006,67199214,28507745,62022483,3494827"
"712",238473096,795510270,78,"22114278,99648383,151663217,63931136,4942512,38819827,143178639,249024859,389770186,360488401,274245624,432257,301142057,122426781,197459189,117248640,91074586,70701886,1161376,85623318,35346042,35138196,359472728,69475804,73393767,49725739,36681,20470574,219050241,203971472,76491685,22036246,113987718,42137138,114161860,219294984,380714205,72119761,201873609,376032310,2608615,181728851,262289113,364000463,136242706,32131169,371022022,33521802,369218331,108202702,155685792,382537769,374402954,22547097,60574,141977657,85962248,365749022,87520132,19640493,290909,2889683,42926036,137747902,33058540,40302378,193877094,10489373,6324297,7799889,62954178,133647418,36814750,50024097,296267139,171826148,112422671,144323164"
"713",238473096,795510271,18,"100006847,124270986,307305837,86221258,63106871,194590531,319605441,231976167,162545131,56293046,154029656,66582114,216492682,17033514,159957759,2153070,59310729,601647"
"714",238473096,795510272,75,"181026288,403641410,110547087,108749068,119776254,27020221,183692007,27420903,28197682,1445980,304743279,103081941,12134806,42542824,355019470,1586213,381718305,117249656,24720207,139698177,1137749,170170679,62827167,364423327,266278238,254547667,63333572,163870546,10723321,32621305,6276099,77240455,137094128,4327994,25632438,302471112,8344284,36147217,57057923,211277247,344233160,364050273,17720838,87756579,14154684,86986932,23271378,15785274,7121,134181261,344331639,107738,332090,5168137,175161533,31382978,33538626,63090561,75774770,1529141,316502885,38965363,4826361,23465326,27192939,82304400,369138477,325789266,110423986,23249648,46615789,637028,43353914,26160589,4545172"
"715",238473096,795510273,8,"118367504,69507008,104104835,127432989,89195353,8160300,190777143,318336715"
"716",238473096,795510274,471,"141977745,52349795,144649004,196722783,94247844,109327491,25120304,352878719,11450404,115590607,16030036,9702112,41305647,2674422,132684488,259181318,70537551,226661316,75269024,152614545,16067932,38021444,231509051,3219486,132096669,18693424,97524187,288808605,327742060,245380,37930474,160798673,1745165,224901617,28284735,18269835,118983505,183452,918903,96116993,7550159,27513244,100588504,276584359,25116464,4048026,609901,26846652,3494796,139286721,94987292,411894,15048920,56530574,38399297,21174665,46949879,2347964,34501104,501351,16506294,167576199,126778712,157754673,203007310,52605864,37130371,9253412,23684869,17686695,398414,139714215,185990599,1710779,6394051,170534566,47762353,193324342,246023055,64650796,49508797,98374,372541828,317299167,4884003,167523488,56284436,6282956,25939153,46173703,5710898,29480305,292426385,21219747,100022673,31277471,18642086,86771196,231943482,20423174,276791,163638059,80111188,24722371,1951879,32447106,4791627,170908962,32854074,174291930,158258541,2519766,676698,37329154,37665605,8924716,6265561,47823251,295363457,97525316,25942189,36183841,122859180,26039803,1335950,15581004,67068971,300619200,26645,73905159,201386529,15769451,5548,9191337,345845164,278372952,230010593,49656260,82571648,18625441,12041465,279518148,1089221,6764113,20234318,79527228,17863554,255773432,33895267,39337792,13395188,200390796,109546179,135267798,242351492,2182706,317015620,228992853,201888131,365019219,238803846,148197773,93166891,36128751,32442331,18226582,263308379,34520294,329116490,64658062,14289397,5490650,36861468,17700275,94977214,1581512,152958738,14380016,38058592,362718670,1016255,41811283,89856998,80657150,57628625,38002738,65653399,60205199,15289394,158706206,27946836,64619467,36932752,25346440,90485263,95902984,35799189,72054641,145526177,162245757,2645975,75530867,277448891,313122613,56869456,619083,7160686,3141179,143606507,299060141,81285650,26169115,98661315,2988815,110331225,4572114,146704402,66821822,339552542,339764086,110599362,273979546,260646298,152446463,169721462,66399035,3399844,256131408,101952511,233205107,355040651,30567502,625070,53575688,102672711,84506209,76077638,185406585,201441201,33608967,26302143,77574342,4947895,8476121,1296122,355151685,360557090,39446491,223915176,3322148,50164215,191507587,107748352,1811814,68891845,53723813,239185373,4604763,151859803,251392342,209308124,197549958,95181929,25700190,344251304,13611643,49565974,414027,349652493,39663289,9837724,42086450,96567484,32349572,1837768,65804051,181413544,234445994,95373639,66681355,124803591,361057286,104292715,109734,17066944,156888649,643553,8416027,17954167,11677591,257109176,93659784,113315887,174861543,22804361,45946314,238586310,141096745,3504454,215328190,218636209,96494545,52120036,141007863,335745488,1526036,257667619,16467613,64341782,152601709,13272,52642895,218463215,142803483,11192403,2182723,774269,45246064,92069342,222884124,60830343,182533,192038673,2194,140954103,206431606,67294550,174023178,195935307,372194979,153320776,595299,157174470,33004415,422387,23824403,8963800,20069147,56628887,20463492,261532756,4710456,7636708,23982529,14017172,229342031,2141079,133260078,175720799,28507745,51434146,136288987,96890096,2339466,85355570,214264513,38130354,268088,12232237,62022483,73864,268992611,258092258,56289328,16912442,376570859,61315090,61436657,38904735,15742244,20219483,28891837,143585747,35226335,62971652,330593811,123347014,14030354,8330324,215739999,139330662,66777520,300259593,829692,210071273,38575855,788126,41757178,21828324,2503215,29733205,219747608,444299,62058773,3321293,272154613,1723848,19120819,17271848,124718344,15956436,20856493,152153229,203631561,22895978,18174078,11522081,1090873,28139840,147785214,180847160,48677448,134240964,55356035,12540359,6789350,22096279,52455697,88278486,207823294,287498800,10242895,175974810,173434494,2012875,844420,146585333,812037,25717968,94478,12160872,84863165,37689784,168426211,322188211,87743361,374603353,491523,220628237,114964907,75618295,126871796,2013610,11251968,31835878,466915,36805103,18784860,200257853,7871025,16967384,275564999,1533196,3049726,666728,7416964,187567952,7866869,12198027,142553733,600427,173480418,3802520,58044613,70865862,138894184,317073725,8588278,296122388,31361085,58145422"
"717",238381792,795188652,91,"169500410,1449575,351742658,7149000,116033455,124268349,71135232,138188837,30826806,173378819,26634225,242947962,59528213,351458130,103715006,135684307,190104676,352740799,124018409,31078212,129117165,12424539,225169867,27121916,23089238,293906787,101952511,190316702,296766360,259218227,8284808,223915176,382537769,254115568,361057286,14154684,22547097,159884922,6176301,1410,51647329,71054737,181281046,2444480,215454341,24510292,340491816,90485263,359841,244006087,54129441,581534,3796960,14934285,1951879,361728532,1720396,222844955,346053233,68630068,184904949,268088,1811814,52507134,497640,340471940,123845045,3321293,141096745,154776,66399035,266768402,120047773,9853396,683819,124755211,102986480,159316972,316502885,31774162,89229114,114964907,6324297,35628254,323744260,89843988,162179603,364602791,503864,1455238,646323"
"718",238381792,795188653,53,"164445764,113627878,266432144,5271295,76415015,93071274,255703601,2919371,86771196,639809,198445370,347610104,5548,123142119,156232175,346104,374402954,76479448,32719182,97009119,381608362,181044004,241029442,382682899,964024,193877094,132884452,4206848,325053164,171473568,57776556,131488904,152044295,64108938,525348,336109544,146080977,272587609,781152,16892638,597719,142553733,22337,208775753,76442491,223117580,13363439,68063203,16467613,62064410,44171090,5597939,144099602"
"719",238381792,795188654,55,"59391375,169646327,197459189,339000233,298456047,231976167,312443040,98608130,176009435,359472728,141977657,256841615,266278238,396008,317015620,105667582,117573425,77240455,67765386,173525735,114161860,66821822,288624535,262289113,59432019,643553,322188211,191778335,461774,2017805,8344284,79393489,222996792,329153588,56616151,1661014,338838712,54068871,4350790,1390291,161379917,2586335,7121,342639194,11633981,421838,196969039,239847785,601647,18505509,137747902,144408608,2356700,13845783,262900208"
"720",238381792,795188655,3,"380714205,256131408,307626"
"721",238381792,795188657,273,"19707030,380122423,1210128,118983505,27513244,114829665,161110423,25116464,51353841,363806,84235612,2551942,157754673,117249656,1221824,193324342,49508797,161393318,67469292,145657415,4884003,167523488,98097069,348973,18642086,139968447,150906852,257212333,211201599,24722371,71745357,76509456,71756813,335371953,174291930,273811417,55915358,140783005,379200,294348010,324307051,143487688,1335950,380283673,9781029,73099293,67068971,187253838,383440975,15769451,230010593,279518148,52715719,257102355,255773432,19120819,133840325,320961725,63333572,263308379,42137138,870620,151773034,1838696,94977214,152958738,14380016,38058592,89856998,80657150,134125,60205199,350554338,216492682,75530867,67037077,2988815,4572114,260646298,152446463,272154613,169721462,336933665,76077638,185406585,201441201,14303970,371022022,8476121,4745364,355151685,262577653,52196907,68891845,53723813,151859803,251392342,17720838,68537037,28507745,9837724,96567484,1837768,181413544,236272645,109734,86986932,192038673,8416027,64341782,268992611,134240964,18104995,187226319,126192089,153834732,39864886,99618741,8153470,21204373,124618183,152963582,78175655,32349572,62669858,195918090,300349098,230254032,39609555,122513558,133260078,168324273,16375007,17700275,275564999,53624127,5168137,135351216,5238974,81917395,14519719,145012744,6581164,6380836,1588,1757203,369587227,54852459,33189045,101117,22301219,172835506,40302378,83611543,174861543,276647059,90002052,622978,196908614,37293177,372194979,155321829,96890096,132539109,2375178,121806942,346985888,54191995,206431606,151747846,145303477,170741408,342191928,180174521,4088332,60830343,298669764,4710456,14265450,97975004,143585747,231095678,61558287,288508504,19136483,46086428,146585333,161928908,1153679,106934029,68903991,126712627,14392819,11600918,15969742,191507587,5355593,69286150,137350869,5898,244010028,358206035,219294984,141220812,16701610,829692,7614779,43302651,17271848,1302420,275876630,217286300,4947895,368918401,2722303,357698387,129317587,145418131,5099675,363018464,54424701,222000608,308943044,6809814,136745423,27292334,90156746,3504454,29190634,965287,52660662,4938943,159221995,31774011,515517,16038970,944569,32725854,95870936,14937002,134885153,273688,12086695,290119647,315372173,100768872,88910,7160686,24691687,249197823,609509,296267139,124066237,65230247,157174470,264485542,3806598,32718676,39034258,15742244,45569,177143970,16196970,7969947,22318528,19168451,194758158,2015199,6454962,121753431,51257978,33538626,38130354"
"722",238252690,794740815,35,"72630156,314587173,184353638,236185924,9373347,317898359,151773034,185406585,382537769,381608362,215454341,338838712,15954422,255339621,26169115,299408496,21761735,157945920,222773248,137869,1811814,371627463,321673642,152326849,217853,28084264,595299,250708963,113987718,181728851,3629429,10036039,48751839,293238232,322469388"
"723",238252690,794740816,33,"27777066,55645675,1449575,1587377,318078,271930706,249289194,8248681,170170679,218223703,17756113,32895093,114161860,380714205,328770172,14303970,20161927,51647329,46086428,280834998,46076233,250512232,24924053,8480915,105821459,4337392,3493974,10069046,217032,309053029,1396376,87457280,68416872"
"724",238252690,794740817,17,"119150905,2033740,28520705,364423327,266278238,105667582,85639934,95373639,4835312,14956990,2153023,320522797,136242706,29197745,8099224,337486263,125471655"
"725",238252690,794740818,4,"27343844,67914887,285540296,282353555"
"726",238252690,794740819,174,"33608967,115590607,43041320,150905547,43012034,25116464,4048026,50214195,29659082,15048920,38368113,14057645,150438827,185990599,193324342,164763396,139968447,86771196,24722371,251392342,67068971,8960539,22516395,279518148,200479554,63333572,12424539,80657150,1093536,1632,2988815,209102004,45101679,223915176,169721462,151859803,17720838,9837724,96567484,141977657,192038673,64341782,268992611,134240964,58875663,81917395,38130354,71910,5238974,231372087,45266920,153827412,331277959,515517,32349572,230010593,27899070,160518433,17700275,3856431,85962248,39864886,76077638,144514055,32062138,300259593,64316042,8416027,145418131,39688248,56628887,298866207,344516563,96890096,4748931,5168137,8946716,97975004,26205567,275564999,157712294,25259156,12889425,104292715,286957291,9367426,1587317,362305252,260646298,4947895,829692,374402954,1584869,305420573,89900152,49453678,287395146,170863005,93398885,17734632,25959716,41194247,330593811,17033514,377264008,47366346,200453846,296267139,174477076,269114787,60830343,181756536,44279185,4271525,1606138,7106940,262289113,145547893,235410607,44710518,92069342,84748440,33202,32725854,90485263,30369025,214896070,349652493,61669467,114286699,238125961,54191995,62064410,37938857,90718795,8722562,6276099,67593080,138350678,72704791,265156255,643553,181670601,14126514,144006,33189045,6941240,20498068,333605945,16467613,31774011,39850639,222222927,246754928,93659784,7160686,229456214,51667035,511832,115737456,136098524,240914774,8330324,89042571,3426688,140142721,75446245,2431312,264732759,134885153,11110710,270140347,19398885,51327160"
"727",238176424,794476084,18,"114471,28366510,161330657,316530930,267247345,6176301,102030905,222773248,374402954,337069202,181728851,30311568,273190417,375783081,190083271,3355046,2328872,142382340"
"728",238176424,794476085,25,"348278780,254786449,170538554,84600743,69664976,46119585,83446491,95711268,76064466,160717357,148410910,45973241,37771176,32153366,133961373,161855391,8551256,232371027,229883467,290344897,225527231,257667619,227889946,259503198,208775753"
"729",238176424,794476086,19,"391165268,704508,56296475,266278238,114161860,68891845,343715339,59310729,135351216,280834998,323681682,227190941,40302378,643553,5534137,2499319,646323,599806,8344284"
"730",238176424,794476087,4,"70108381,382537769,167532436,232025375"
"731",238176424,794476088,194,"281603437,216226576,120054073,10883750,2209037,195230454,549198,389034434,18269835,120840002,95614317,25116464,2988815,15048920,116976530,12320374,51624904,160868828,18772304,386985,338481,139056944,156679354,29480305,9528182,88841378,24722371,56635423,243188358,140969307,201160820,25390682,33324934,67068971,248703067,345845164,148314010,154952628,17863554,358283749,320961725,222319660,63333572,151773034,81874285,80657150,374118198,205933936,45101679,223915176,579509,83227768,169721462,336933665,256131408,242332275,11044470,151859803,17720838,818455,96567484,141977657,64341782,268992611,134240964,70865862,102763288,153827412,230010593,160518433,300259593,8416027,34516917,270949473,299408496,27081134,56628887,265601404,162245757,266554273,20254381,26205567,46076233,260646298,89900152,6581164,201873609,170863005,93398885,41194247,55915358,180362825,262289113,41469716,22690448,72704791,104292715,11201612,90485263,80018368,5168137,306911250,76077638,316054937,271494640,60830343,15956436,251392342,54084205,32349572,182088488,138629337,210109991,341365367,817083,380957350,381608362,194961642,331534279,3844355,117745079,239847785,109327236,152958738,333961287,239519509,24720207,39864886,1811814,45828762,4278697,19797307,144927661,253431187,164808922,8427172,219747608,140849632,1700234,226525873,185312953,345237573,349652493,7460801,125736841,235410607,8330324,1838696,135154852,296267139,371740835,195918090,113474922,283045607,781152,595299,17240179,49734095,239185373,829692,139088,40403621,264107977,106305589,9355076,13131295,36107180,7614779,13729113,17700275,1415940,10526798,47264913,7106940,75755820,3151943,120079501,112946059,246754928,135625612,31361085,2456277,86446970,4854366,38130354,275564999,3564891,41412331,14649410,138894184,154691500,6322966,199197841,10036039"
"732",238087847,794163381,36,"200854471,98938437,83499018,11689791,78684871,214306537,11744880,364039194,158122364,157945920,219341013,164445764,194013764,98899565,152446463,267936915,76077638,222773248,181728851,84780508,1567499,180478493,373019175,14154684,402182,194685,1811814,132342118,227999791,249001,49239543,5024620,250711623,228387477,3775194,12805826"
"733",238087847,794163382,34,"177130375,155315927,321211359,33338707,345926428,161090930,8413850,7157138,319350366,173010,22516395,371241627,108202702,382537769,19417884,10213356,282622953,135351216,78116858,102030905,365361034,21921651,265778053,8809027,3499318,378814551,382874528,15082014,307378561,54542330,339237803,4690680,74107238,118168275"
"734",238087847,794163383,28,"3773554,302844682,282436724,97340131,18103711,312443040,120151835,266278238,18868282,142937074,51647329,280834998,265601404,201873609,180362825,4709150,290344897,38500851,96890096,331534279,264888636,8344284,205800938,1150207,4947895,13259927,781152,11224622"
"735",238087847,794163384,3,"3814097,169721462,18104995"
"736",238087847,794163385,160,"22495348,14287272,9550343,369086307,874476,25116464,28722773,146892397,411894,15048920,38368113,178524983,10681917,211133,318819396,24722371,140174484,273811417,3068650,301603920,100505446,67068971,114161860,80657150,13345487,30793437,223915176,256131408,151859803,96567484,64341782,59310729,268992611,85861065,113150993,230010593,160518433,56628887,141074098,26205567,296435628,287395146,170863005,93398885,41194247,21288,178974598,89864065,25217824,17033514,210109991,341365367,14937002,117745079,24720207,61907753,164808922,26609450,163335172,43058,111039244,36932752,37635413,53660012,83789636,58837033,74899966,151476401,322228994,220867392,200453846,593531,21545677,95730,104292715,51138114,134109284,17700275,318547,1799440,82901332,72054641,329160928,134181261,21620438,774269,59841532,39864886,114659985,150205595,31361085,355151685,294264078,449958,330593811,151141108,20799401,27190633,123826071,60830343,112946059,141630891,373347132,296267139,30567502,273027402,138661,287111157,327729,139099669,170741408,25388788,3321293,38130354,6098363,8705551,51610376,246754928,1588,304950,2237964,62022483,246885,5168137,379355050,171402399,23982529,251392342,6941240,106034435,7106940,28377475,829692,252077,144320959,316502885,154381181,11422337,339552542,306438643,122513558,11326961,300168233,159221995,286141873,470033,368918401,70578938,33608906,8416027,290119647,22304260,234004345,26418726,215244996,309598899,32349572,57525093,39850639,4075987"
"737",238015954,793909632,66,"2959,34085239,279425395,323588437,7358490,12134806,18699058,98460,192114619,124431281,24720207,37169575,16102786,144325558,148197773,18013461,23783928,135549196,347866633,50967826,33004415,59310729,27834934,193877094,135351216,41757178,133511885,135570948,31515522,93398885,147633293,282353555,76178583,321673642,2605880,368675547,14929839,323383076,247219678,1769416,132093019,368805433,324048222,67749,290344897,175874444,17250409,17129808,181728851,268598,94365164,318078,615648,51434146,24915904,51799034,252700673,358205040,365130752,262448670,8230602,25643784,102771795,201873609,3018366,194758158"
"738",238015954,793909633,22,"17349580,585872,55345425,37689784,238628862,856825,114161860,8551256,467158,382537769,122466217,280834998,331534279,217535919,99745,178773553,37173858,191778335,215999480,233883050,252077,103337586"
"739",238015954,793909634,25,"15127007,393416,4401961,310723506,242346539,177700315,1461520,344251304,266666580,17066944,10299845,517378,108195375,213445952,3796960,205861,163870546,21396769,8344284,336433,378575,28520705,262289113,87736275,4350790"
"740",238015954,793909635,4,"386862377,329153588,51244179,1081557"
"741",238015954,793909636,342,"6234634,15688400,151921197,17893919,937271,29681,322577,35018013,18693424,288808605,2579019,160798673,48808675,132684488,192446141,25116464,25961202,34535374,15048920,10547657,263243080,126778712,35979068,52605864,52351906,8924716,95628210,202513484,193324342,246023055,124186433,18204873,16409539,386985,56324420,220750443,4596799,5710898,29480305,343840760,137181116,24722371,8966240,30736981,1118754,25465565,160868828,299866266,138077720,196611688,885632,71702344,4048230,103694095,1335950,67068971,41448271,80787127,3499510,172107939,43852986,49656260,65746473,200390796,320961725,132852630,364602791,13551027,5442891,155293461,5972147,75566657,36128751,32442331,18226582,36138317,80657150,38002738,27638071,11715766,26169115,367903299,72119761,223915176,273979546,169721462,233205107,355040651,91856791,52252248,29324829,33608967,77574342,97009119,68891845,53723813,151859803,17720838,90196130,1543688,414027,9837724,96567484,203923138,141977657,66681355,361057286,69185349,268992611,70865862,98275764,36728209,153834732,19153937,106929203,78175655,581534,83611543,63035194,52125148,10913175,48827811,515517,37644377,230010593,160518433,76077638,34011136,97525316,346053651,56628887,102030905,120692826,371048089,321330211,78246992,21047699,395130,162245757,246754928,457863,13272,64122735,46076233,337069202,196741915,75668195,170863005,41194247,74080796,172995321,181756536,31274319,55915358,41469716,36932752,222222927,85432256,272154613,103305143,25217824,271494640,210109991,320133384,81986437,100109259,608980,188091607,71593993,6322966,48694536,60428164,39034258,138357622,693417,95730,71360055,104292715,184353638,51138114,266932824,218636209,45266920,17700275,221892643,207193800,95373639,40669536,329160928,21620438,114659985,49453678,296267139,844420,141630891,49239543,36639260,2602984,8705551,167020392,32349572,69994377,97975004,1276824,50568496,132113477,66399035,113987718,355151685,4710456,192958619,68021031,133350868,30567502,73090654,251583,579718,236272645,22121955,32708753,5168137,65499,151141108,60830343,33780577,299060141,32529,7460801,87520132,103085440,8520410,1401305,36681,866293,349652493,1811814,8427172,2015199,8416027,293571520,7193731,151405753,66151731,4947895,109327236,23349301,152868834,20254381,17589762,90861833,3943760,4005769,120047773,645277,829692,53037844,65105401,595299,34404224,143807881,372194979,136586815,65662886,25959716,189610354,239185373,8003971,2143605,3044373,11600918,26205567,343712778,300349098,251392342,2194,45404202,80310932,52202643,14154684,150438827,153087331,27269700,75755820,6583654,38645780,2803930,86636618,244010028,185317552,70578938,1534773,39322,38382394,21204373,8588278,39864886,464076,32240307,68768094,18003987,282553801,64341782,2082356,22355699,102129594,196015369,424974,6163152,343034228,133260078,11326961,39850639,13769714,139088,318827675,92517410,12793235,174896983,8330324,231177816,200080065,325665304,16246366,195918090,152958738,141589046,90156746,330593811,36107180,107015120,15591045,2703631,38130354,37347375,113627878,2167014,18218399,12164942,1825111,1951879,8291538,3504454"
"742",237937363,793633580,38,"121133736,214402742,26016,22036091,11115661,152132325,313068014,7149000,932108,54569376,763826,84205339,201973839,138706272,39138346,52125148,70430223,96767,101952511,13363439,222773248,374402954,294949527,180362825,21195,4404678,14303970,153910960,74104690,10242895,148887035,20575360,181728851,13483095,44962947,73196950,316502885,151552461"
"743",237937363,793633581,18,"3340255,12251950,222900369,62004015,173378819,162545131,15707234,8476121,109734,201873609,610355,328444592,191778335,19209231,308646046,49508797,16467613,58541488"
"744",237937363,793633582,32,"44333542,30209274,239519509,29681,324307051,77240455,114161860,382537769,27216066,59310729,333309910,25888313,6322966,8344284,175720799,113315887,17824255,203112046,195918090,185064652,40017580,17033514,366798345,263859163,251802,1559590,120047773,144750433,211809126,376612381,139133500,339557365"
"745",237937363,793633583,2,"136467823,23271378"
"746",237937363,793633584,303,"21524273,878133,211087410,298625614,83644440,354571,88694286,119911176,152614545,29236100,25014481,16723299,237472892,27274231,4812979,156798180,57382353,48864115,121986642,645913,465704,18269835,30630982,12565887,25390682,181426155,286879302,25116464,4048026,15048920,41757178,20137058,67088828,25857379,35979068,117465214,137856255,52351906,113120995,17718886,185990599,321906463,246023055,334944021,318078,173010,624976,44300947,29480305,28606506,43788543,137181116,24722371,17729701,30736981,32453135,160868828,28775258,40669536,1849497,26462221,15769451,242224412,377699627,47915894,48700712,676698,13551027,10681330,138209568,383100698,5490650,38058592,3461391,106934029,262936185,1775081,45101679,223915176,273979546,177031469,53575688,9014027,414027,96567484,361057286,192038673,374329537,8620907,268992611,36809516,70865862,160148394,23961561,231372087,232655145,281840240,10913175,515517,230010593,160518433,14237274,76077638,56628887,295123902,38278675,371048089,162245757,20254381,272154613,55915358,275848843,17954167,54807795,268598,7878548,12214246,220867392,21545677,266932824,17700275,72054641,329160928,69994377,82571648,49453678,141630891,138661,8705551,117461689,50568496,146578328,204281150,107748352,113987718,73090654,103056772,104292715,2500597,8416027,151405753,4947895,90861833,147609795,615648,26205567,14154684,442560,262289113,41194247,88699829,170328668,344026891,90458241,32349572,372194979,33521802,103833667,383081927,201693461,1032461,829692,255146023,64341782,54191995,95551478,146067222,205873787,262448670,330593811,355151685,48092610,204836,87520132,181281046,1053422,39864886,12793235,2994911,54357397,51400424,1748702,203923138,60830343,5168137,19635188,192471522,90342997,1811814,124175862,248756516,349652493,80117551,3036837,136111358,595299,364602791,87352249,61558287,329605,241360009,44171090,31658972,217112416,127731117,13272,48528292,160181027,241086300,336119639,97015872,132539109,40249579,8003971,470033,229923830,23982529,139425467,333585,4710456,16802417,15457057,5931000,309858214,90002052,251392342,123826071,93619858,238125961,1482219,218525466,2182723,143332238,286162799,35012064,21092383,244010028,1026675,20799401,38130354,51884644,12284232,251583,512362,27138987,467158,62064410,128833225,152958738,1050786,7460801,50904705,3321293,318917279,4667181,142731877,4894343,2807542,115096631,246754928,90156746,102986480,90485263,36566718,8291538,1695447,96494545,296267139,81285650,875351,132709988,196015369,151471527,134066546,327858781,26059564,8330324,848435,154374233,8704427,2741719,326205186,270445800,21204373,39522071,267918477,4271525,138894184,332420751,7614779,29560109,190067836,13556855,63112,94244082,3796960,86446970,844420,40795158,16912442,2512650,12869002,273688"
"747",237904946,793517221,36,"51353841,310440042,237325916,194590531,230576999,271930706,152446463,382537769,218011,295123902,222773248,374402954,365749022,147609795,42264705,148887035,229312410,191929,124909797,181728851,346007030,11522081,201489,16711349,121854603,1411667,1811814,84480222,222104350,59398233,356557030,167340506,80036239,21660310,19580189,7193731"
"748",237904946,793517222,13,"295553434,71340182,231976167,8344284,214629668,376612381,61558287,252700673,11390556,64438548,103337586,93837599,312963617"
"749",237904946,793517223,10,"97572107,136242706,201873609,248448713,266932824,328444592,61171,18207906,3321293,1842543"
"750",237904946,793517224,6,"60910866,10949150,369528363,84183335,38567533,119775491"
"751",237904946,793517225,288,"18693424,157555231,25116464,60670027,15048920,155343681,51819141,185990599,246023055,334944021,29480305,23165742,65873009,273334368,8924716,295363457,87400801,172136303,358283749,157654009,139882169,98899565,223915176,347866633,273979546,336933665,256131408,1461520,38130354,97009119,191507587,151859803,22501041,41757178,9837724,96567484,361057286,192038673,144766651,268992611,174023178,141977657,357698387,37644377,230010593,104584663,76077638,154235208,56628887,280834998,162245757,20254381,89900152,55915358,180362825,367788163,41469716,275848843,138305184,18066315,187567952,1885274,117745079,20460018,134871265,55930586,6322966,1415940,60428164,108564,12214246,10522316,17700275,30567502,40669536,141630891,49239543,138661,161643493,8705551,50568496,66399035,113987718,11704084,103056772,381914152,1401305,95230642,8416027,4947895,90861833,74232674,262289113,13149871,41194247,170328668,106033937,32349572,199353067,103833667,4404678,355151685,48092610,1335950,931515,217853,191778335,19635188,248756516,367394955,330593811,241360009,160181027,336119639,229923830,309858214,1482219,36566718,81285650,329846369,4271525,14154684,96494545,76178583,317496792,14473637,161379917,227887947,137031740,64341782,7460801,381751347,12668719,346053651,54191995,3504454,23271378,38545833,4559419,137350869,14242953,2375178,197607090,20915753,20799401,781152,1680529,121806942,140954103,683819,92069342,2138758,87645,37366549,361728532,267119559,32450159,247986,829692,60830343,266054866,133260078,296267139,15887736,29078585,15026506,251392342,109484711,7614779,87520132,336137862,34736609,75755820,5168137,143213391,144877041,195918090,269387815,255222933,14030354,15742244,62971652,61315090,154556360,282289,595299,1408617,305346863,29881626,5442891,17114386,13272,152958738,306178806,828802,332408532,512362,251583,50433237,23982529,300349098,129459359,82116177,106034435,1090873,19260702,601647,1718963,21651211,3499318,167866023,138923353,59310729,600427,432929,372194979,316069374,302417909,248144019,4141291,96891254,99637,2082356,220630473,57536557,28139840,290413021,154776,29805044,6088434,21759559,33608906,39864886,14392819,4710456,13655337,6940790,1533196,8425801,20655044,70139414,8696772,343322819,239455773,534779,5385757,44465431,278131012,7106940,65392451,153861567,90002052,239109644,25102762,10583305,87134153,100216290,27192939,82304400,224748233,11251968,301802977,156888649,121753431,13658214,57114389,297394343,275876630,181037911,287022710,70056936,66700646,21880316,81394939,20410757,12302232,50024097,256514514,242813354,12793235,139088,8284808,651045,270812895,15082014,173176171,199102009,3963670"
