X.1,id_post,Правильный.адрес,Оценка,X,reviewer_id,answer_id,answer_text,address,score_test,score,question_poll,date
7039,31345,"Рубинштейна, 4",5,394109,324325,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7040,31345,"Рубинштейна, 4",5,394110,36627203,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7041,31345,"Рубинштейна, 4",5,394111,7969947,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7042,31345,"Рубинштейна, 4",5,394112,123845045,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7043,31345,"Рубинштейна, 4",5,394113,8596412,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7044,31345,"Рубинштейна, 4",5,394114,184982814,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7045,31345,"Рубинштейна, 4",5,394115,13291741,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7046,31345,"Рубинштейна, 4",5,394116,9688533,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7047,31345,"Рубинштейна, 4",5,394117,81557953,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7048,31345,"Рубинштейна, 4",5,394118,246170,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7049,31345,"Рубинштейна, 4",5,394119,35012064,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7050,31345,"Рубинштейна, 4",5,394120,12869002,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7051,31345,"Рубинштейна, 4",5,394121,10094644,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7052,31345,"Рубинштейна, 4",5,394122,22105487,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7053,31345,"Рубинштейна, 4",5,394123,262448670,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7054,31345,"Рубинштейна, 4",5,394124,28748954,789103869,Согласен(сна) с автором ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7055,31345,"Рубинштейна, 4",5,394126,10774565,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7056,31345,"Рубинштейна, 4",5,394127,311313893,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7057,31345,"Рубинштейна, 4",5,394128,107182,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7058,31345,"Рубинштейна, 4",5,394129,173565836,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7059,31345,"Рубинштейна, 4",5,394130,18637960,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7060,31345,"Рубинштейна, 4",5,394131,7561412,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7061,31345,"Рубинштейна, 4",5,394132,453605,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7062,31345,"Рубинштейна, 4",5,394133,232660669,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7063,31345,"Рубинштейна, 4",5,394134,307889134,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7064,31345,"Рубинштейна, 4",5,394135,78688874,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7065,31345,"Рубинштейна, 4",5,394136,4048026,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7066,31345,"Рубинштейна, 4",5,394137,6146009,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7067,31345,"Рубинштейна, 4",5,394138,21041605,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7068,31345,"Рубинштейна, 4",5,394139,97449473,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7069,31345,"Рубинштейна, 4",5,394140,156873617,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7070,31345,"Рубинштейна, 4",5,394141,5131187,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7071,31345,"Рубинштейна, 4",5,394142,80890376,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7072,31345,"Рубинштейна, 4",5,394143,360868255,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7073,31345,"Рубинштейна, 4",5,394144,17614170,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7074,31345,"Рубинштейна, 4",5,394145,96579952,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7075,31345,"Рубинштейна, 4",5,394146,26257243,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7076,31345,"Рубинштейна, 4",5,394147,148000262,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7077,31345,"Рубинштейна, 4",5,394148,333692622,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7078,31345,"Рубинштейна, 4",5,394149,40872554,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7079,31345,"Рубинштейна, 4",5,394150,6650472,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7080,31345,"Рубинштейна, 4",5,394151,13218355,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7081,31345,"Рубинштейна, 4",5,394152,155976740,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7082,31345,"Рубинштейна, 4",5,394153,63004,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7083,31345,"Рубинштейна, 4",5,394154,426124,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7084,31345,"Рубинштейна, 4",5,394155,136242706,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7085,31345,"Рубинштейна, 4",5,394156,258517818,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7086,31345,"Рубинштейна, 4",5,394157,3137339,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7087,31345,"Рубинштейна, 4",5,394158,71658338,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7088,31345,"Рубинштейна, 4",5,394159,93619858,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7089,31345,"Рубинштейна, 4",5,394160,26936408,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7090,31345,"Рубинштейна, 4",5,394161,2194,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7091,31345,"Рубинштейна, 4",5,394162,92605,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7092,31345,"Рубинштейна, 4",5,394163,1026675,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7093,31345,"Рубинштейна, 4",5,394164,40640214,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7094,31345,"Рубинштейна, 4",5,394165,52068319,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7095,31345,"Рубинштейна, 4",5,394166,47067,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7096,31345,"Рубинштейна, 4",5,394167,19295224,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7097,31345,"Рубинштейна, 4",5,394168,239519509,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7098,31345,"Рубинштейна, 4",5,394169,139490180,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7099,31345,"Рубинштейна, 4",5,394170,105491452,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7100,31345,"Рубинштейна, 4",5,394171,6258816,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7101,31345,"Рубинштейна, 4",5,394172,29468812,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7102,31345,"Рубинштейна, 4",5,394173,179476596,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7103,31345,"Рубинштейна, 4",5,394174,167161379,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7104,31345,"Рубинштейна, 4",5,394175,356431850,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7105,31345,"Рубинштейна, 4",5,394176,5408097,789103870,Шаверма там лучше ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7106,31345,"Рубинштейна, 4",5,394178,2138382,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7107,31345,"Рубинштейна, 4",5,394179,327855812,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7108,31345,"Рубинштейна, 4",5,394180,27259821,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7109,31345,"Рубинштейна, 4",5,394181,164445764,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7110,31345,"Рубинштейна, 4",5,394182,336933665,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7111,31345,"Рубинштейна, 4",5,394183,13601041,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7112,31345,"Рубинштейна, 4",5,394184,85657565,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7113,31345,"Рубинштейна, 4",5,394185,193862062,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7114,31345,"Рубинштейна, 4",5,394186,239037208,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7115,31345,"Рубинштейна, 4",5,394187,306461997,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7116,31345,"Рубинштейна, 4",5,394188,90067257,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7117,31345,"Рубинштейна, 4",5,394189,40804557,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7118,31345,"Рубинштейна, 4",5,394190,379021201,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7119,31345,"Рубинштейна, 4",5,394191,68450983,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7120,31345,"Рубинштейна, 4",5,394192,9211328,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7121,31345,"Рубинштейна, 4",5,394193,84083247,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7122,31345,"Рубинштейна, 4",5,394194,229312410,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7123,31345,"Рубинштейна, 4",5,394195,195918090,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7124,31345,"Рубинштейна, 4",5,394196,7369048,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7125,31345,"Рубинштейна, 4",5,394197,181044004,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7126,31345,"Рубинштейна, 4",5,394198,172122929,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7127,31345,"Рубинштейна, 4",5,394199,338726,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7128,31345,"Рубинштейна, 4",5,394200,2375178,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7129,31345,"Рубинштейна, 4",5,394201,357329282,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7130,31345,"Рубинштейна, 4",5,394202,1579872,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7131,31345,"Рубинштейна, 4",5,394203,548469,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7132,31345,"Рубинштейна, 4",5,394204,78168190,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7133,31345,"Рубинштейна, 4",5,394205,345237573,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7134,31345,"Рубинштейна, 4",5,394206,103337586,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7135,31345,"Рубинштейна, 4",5,394207,12299647,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
7136,31345,"Рубинштейна, 4",5,394208,133191895,789103871,Шаверма там хуже ,"['#Шаверма_Рубинштейна', '#шаверма_Невский', '#шаверма_центр', '#шаверма_Владимирская', '#шаверма_Маяковская']",['ОЦЕНКА: 5'],5.0,"Внимание, опрос ",1471949138
