X.1,id_post,Правильный.адрес,Оценка,X,reviewer_id,answer_id,answer_text,address,score_test,score,question_poll,date
1,32692,"Петергофское шоссе, 3","8,5",377049,40848925,799393368,Шаверма там лучше,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
2,32692,"Петергофское шоссе, 3","8,5",377050,372944189,799393368,Шаверма там лучше,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
3,32692,"Петергофское шоссе, 3","8,5",377051,67117841,799393368,Шаверма там лучше,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
4,32692,"Петергофское шоссе, 3","8,5",377052,225527231,799393368,Шаверма там лучше,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
5,32692,"Петергофское шоссе, 3","8,5",377053,361728532,799393368,Шаверма там лучше,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
6,32692,"Петергофское шоссе, 3","8,5",377055,35868942,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
7,32692,"Петергофское шоссе, 3","8,5",377056,1542266,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
8,32692,"Петергофское шоссе, 3","8,5",377057,197459189,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
9,32692,"Петергофское шоссе, 3","8,5",377058,76968859,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
10,32692,"Петергофское шоссе, 3","8,5",377059,812707,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
11,32692,"Петергофское шоссе, 3","8,5",377060,182774675,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
12,32692,"Петергофское шоссе, 3","8,5",377061,211277247,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
13,32692,"Петергофское шоссе, 3","8,5",377062,3363527,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
14,32692,"Петергофское шоссе, 3","8,5",377063,256975,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
15,32692,"Петергофское шоссе, 3","8,5",377064,213568433,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
16,32692,"Петергофское шоссе, 3","8,5",377065,109160201,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
17,32692,"Петергофское шоссе, 3","8,5",377066,282622953,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
18,32692,"Петергофское шоссе, 3","8,5",377067,190851614,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
19,32692,"Петергофское шоссе, 3","8,5",377068,643553,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
20,32692,"Петергофское шоссе, 3","8,5",377069,262289113,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
21,32692,"Петергофское шоссе, 3","8,5",377070,39543261,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
22,32692,"Петергофское шоссе, 3","8,5",377071,85962248,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
23,32692,"Петергофское шоссе, 3","8,5",377072,347610104,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
24,32692,"Петергофское шоссе, 3","8,5",377073,21093437,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
25,32692,"Петергофское шоссе, 3","8,5",377074,3321293,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
26,32692,"Петергофское шоссе, 3","8,5",377075,222104350,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
27,32692,"Петергофское шоссе, 3","8,5",377076,4134495,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
28,32692,"Петергофское шоссе, 3","8,5",377077,319903816,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
29,32692,"Петергофское шоссе, 3","8,5",377078,4225876,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
30,32692,"Петергофское шоссе, 3","8,5",377079,1901271,799393369,Шаверма там хуже,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
437,32692,"Петергофское шоссе, 3","8,5",377489,1931212,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
438,32692,"Петергофское шоссе, 3","8,5",377490,37021364,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
439,32692,"Петергофское шоссе, 3","8,5",377491,13898168,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
440,32692,"Петергофское шоссе, 3","8,5",377492,47648938,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
441,32692,"Петергофское шоссе, 3","8,5",377493,203807728,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
442,32692,"Петергофское шоссе, 3","8,5",377494,3280018,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
443,32692,"Петергофское шоссе, 3","8,5",377495,173877008,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
444,32692,"Петергофское шоссе, 3","8,5",377496,84350411,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
445,32692,"Петергофское шоссе, 3","8,5",377497,576374,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
446,32692,"Петергофское шоссе, 3","8,5",377498,389135857,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
447,32692,"Петергофское шоссе, 3","8,5",377499,323549826,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
448,32692,"Петергофское шоссе, 3","8,5",377500,349538064,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
449,32692,"Петергофское шоссе, 3","8,5",377501,206849103,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
450,32692,"Петергофское шоссе, 3","8,5",377502,334944021,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
451,32692,"Петергофское шоссе, 3","8,5",377503,387212234,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
452,32692,"Петергофское шоссе, 3","8,5",377504,201873609,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
453,32692,"Петергофское шоссе, 3","8,5",377505,181728851,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
454,32692,"Петергофское шоссе, 3","8,5",377506,366787821,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
455,32692,"Петергофское шоссе, 3","8,5",377507,134507653,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
456,32692,"Петергофское шоссе, 3","8,5",377508,43719057,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
457,32692,"Петергофское шоссе, 3","8,5",377509,89631481,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
458,32692,"Петергофское шоссе, 3","8,5",377510,7231095,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
459,32692,"Петергофское шоссе, 3","8,5",377511,16936800,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
460,32692,"Петергофское шоссе, 3","8,5",377512,229895308,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
461,32692,"Петергофское шоссе, 3","8,5",377513,134740589,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
462,32692,"Петергофское шоссе, 3","8,5",377514,166743039,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
463,32692,"Петергофское шоссе, 3","8,5",377515,344166012,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
464,32692,"Петергофское шоссе, 3","8,5",377516,250459611,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
465,32692,"Петергофское шоссе, 3","8,5",377517,144316533,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
466,32692,"Петергофское шоссе, 3","8,5",377518,1811814,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
467,32692,"Петергофское шоссе, 3","8,5",377519,316530930,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
468,32692,"Петергофское шоссе, 3","8,5",377520,171576700,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
469,32692,"Петергофское шоссе, 3","8,5",377521,7151409,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
470,32692,"Петергофское шоссе, 3","8,5",377522,243531606,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
471,32692,"Петергофское шоссе, 3","8,5",377523,20631901,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
472,32692,"Петергофское шоссе, 3","8,5",377524,1708640,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
473,32692,"Петергофское шоссе, 3","8,5",377525,7121,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
474,32692,"Петергофское шоссе, 3","8,5",377526,32697933,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
475,32692,"Петергофское шоссе, 3","8,5",377527,70518,799393367,Согласен(сна) с автором,"['#шаверма_Ветеранов', '#шаверма_ПроспектВетеранов', '#шаверма_Ленинский']","['ОЦЕНКА: 8,5']",8.5,"Внимание, опрос",1474828483
476,32645,"Большевиков проспект, 32а","8,5",377835,20229180,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
477,32645,"Большевиков проспект, 32а","8,5",377836,32567491,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
478,32645,"Большевиков проспект, 32а","8,5",377837,45820778,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
479,32645,"Большевиков проспект, 32а","8,5",377838,9781029,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
480,32645,"Большевиков проспект, 32а","8,5",377839,18322799,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
481,32645,"Большевиков проспект, 32а","8,5",377840,302779926,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
482,32645,"Большевиков проспект, 32а","8,5",377841,92498382,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
483,32645,"Большевиков проспект, 32а","8,5",377842,77652661,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
484,32645,"Большевиков проспект, 32а","8,5",377843,27820590,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
485,32645,"Большевиков проспект, 32а","8,5",377844,141821866,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
486,32645,"Большевиков проспект, 32а","8,5",377845,283502859,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
487,32645,"Большевиков проспект, 32а","8,5",377846,253431187,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
488,32645,"Большевиков проспект, 32а","8,5",377847,47857928,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
489,32645,"Большевиков проспект, 32а","8,5",377848,2182723,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
490,32645,"Большевиков проспект, 32а","8,5",377849,28545337,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
491,32645,"Большевиков проспект, 32а","8,5",377850,6088499,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
492,32645,"Большевиков проспект, 32а","8,5",377851,19120819,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
493,32645,"Большевиков проспект, 32а","8,5",377852,191778335,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
494,32645,"Большевиков проспект, 32а","8,5",377853,110050274,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
495,32645,"Большевиков проспект, 32а","8,5",377854,38058592,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
496,32645,"Большевиков проспект, 32а","8,5",377855,14154684,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
497,32645,"Большевиков проспект, 32а","8,5",377856,3608886,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
498,32645,"Большевиков проспект, 32а","8,5",377857,366065,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
499,32645,"Большевиков проспект, 32а","8,5",377858,248448713,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
500,32645,"Большевиков проспект, 32а","8,5",377859,9271007,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
501,32645,"Большевиков проспект, 32а","8,5",377860,152497812,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
502,32645,"Большевиков проспект, 32а","8,5",377861,3796960,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
503,32645,"Большевиков проспект, 32а","8,5",377862,155671429,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
504,32645,"Большевиков проспект, 32а","8,5",377863,4116741,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
505,32645,"Большевиков проспект, 32а","8,5",377864,22035971,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
506,32645,"Большевиков проспект, 32а","8,5",377865,135802883,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
507,32645,"Большевиков проспект, 32а","8,5",377866,199399632,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
508,32645,"Большевиков проспект, 32а","8,5",377867,71204,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
509,32645,"Большевиков проспект, 32а","8,5",377868,28548269,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
510,32645,"Большевиков проспект, 32а","8,5",377869,247241344,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
511,32645,"Большевиков проспект, 32а","8,5",377870,2741719,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
512,32645,"Большевиков проспект, 32а","8,5",377871,22244714,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
513,32645,"Большевиков проспект, 32а","8,5",377872,470033,798859440,Шаверма там хуже ,"['#шаверма_Улица_Дыбенко', '#шаверма_УлицаДыбенко', '#шаверма_Дыбенко']",['ОЦЕНКА: 8.5'],8.5,"Внимание, опрос ",1474702680
